ID,Rerollable,Epic,Chain,Art,Art ID,Name,Description,Difficulty,Column,StartProgress,EndProgress,RQ Hero,RQ Card,RQ Min Lv,RQ Max Lv,XP Amount,Chars,Ready
Determinator,TRUE,,,,2126,Determinator,Play 20 Games,med,mid,,20,,,6,,600,25,TRUE
MirrorMatched,TRUE,,,,4114,Mirror Matched,Play three games where you and your opponent have the same Hero,med,mid,,3,,,6,,600,77,TRUE
FirstBlood,TRUE,,,,48,First Blood,"Be the first player to destroy a Unit in a game, 20 times",easy,left,,20,,,6,,400,68,TRUE
ZombieSlayer,TRUE,,,,1119,Zombie Slayer,Destroy 20 enemy Zomboid,med,mid,,20,,,60,,600,37,TRUE
Demilitarize,TRUE,,,,3131,Demilitarize,Destroy 10 enemy Armis Guard,med,mid,,10,,,60,,600,40,TRUE
RegeneratorPLUSPLUS,TRUE,,,,2048,Regenerator +,Give 200 Health to allies,hard,right,,200,Lotus,,6,,800,38,TRUE
LastStand,TRUE,,,,97,Last Stand,Win a game while at exactly 1 health,med,mid,,1,,,6,,600,46,TRUE
HandtoHand,TRUE,,,,1088,Hand to Hand,Do 20+ damage to the enemy Hero using your Hero in a single turn,med,mid,,1,,,6,,600,76,TRUE
FullyEquipped,TRUE,,,,95,Fully Equipped,"Attack while your Hero has Banner, Wither, Lifesteal and Armor",hard,right,,1,,"1023, 1114",6,,800,76,TRUE
MeteorShower,TRUE,,,,20018,Meteor Shower,Play 10 Fireball,med,mid,,10,,3003,6,,600,29,TRUE
FromtheJawsofDefeat,TRUE,,,,3105,From the Jaws of Defeat,Defeat the enemy Hero while your Hero has 5 or less health remaining,easy,left,,1,,,6,,400,91,TRUE
AcrosstheRainbow,TRUE,,,,2011,Across the Rainbow,"Play a card of each different element, in a single turn",med,mid,,1,,,6,,600,73,TRUE
ThousandCuts,TRUE,,,,20014,Thousand Cuts,"Do 1 damage to the enemy Hero five or more times in one turn, and win that turn",med,mid,,1,,,6,,600,92,TRUE
OversoldCemetery,TRUE,,,,3022,Oversold Cemetery,Have 40+ cards in your grave at once,easy,left,,1,,,6,,400,53,TRUE
GrandLarceny,TRUE,,,,1126,Grand Larceny,Play Battery and Yoink! while you have Gerry the goon in play,easy,left,,1,,3122,6,,400,74,TRUE
RestinPeace,TRUE,,,,2062,Rest in Peace,,easy,left,,10,,,6,,400,13,TRUE
PowerUp,TRUE,,,,49,Power Up!,Boost the stats of 40 Units using spells,med,mid,,40,,,6,,600,49,TRUE
LongLivetheKing,TRUE,,,,3128,Long Live the King,Revive a copy of Pharonis with his own Sunset effect,med,mid,,1,,4045,6,,600,70,TRUE
Gottagofast2,TRUE,,,,1076,Gotta go Fast!,Win a game where every Unit you play has Dash,med,mid,,1,,,6,,600,59,TRUE
Smoosh,TRUE,,,,4055,Smoosh!,Destroy three or more Units with a single use of It's a Trap!,med,mid,,1,,4055,6,,600,68,TRUE
HeavyHitter,TRUE,,,,2034,Heavy Hitter,Win a game using a deck containing no cards under 4 mana,med,mid,,1,,,6,,600,68,TRUE
LowtotheGround,TRUE,,,,4049,Low to the Ground,Win a game using a deck containing no cards over 3 mana,hard,right,,1,,,50,,800,72,TRUE
EvenlyOdd,TRUE,,,,20038,Evenly Odd,Win a game using a deck containing only even-cost cards,med,mid,,1,,,50,,600,65,TRUE
OddlyEven,TRUE,,,,20017,Oddly Even,Win a game using a deck containing only odd-cost cards,med,mid,,1,,,50,,600,64,TRUE
Improvisation,TRUE,,,,2105,Improvisation,Play 30 cards that were Conjured,easy,left,,30,,,6,,400,45,TRUE
StingOperation,TRUE,,,,1032,Sting Operation,Play 4+ Yellowjacks in one turn,med,mid,,1,,1104,6,,600,46,TRUE
DOOMED,TRUE,,,,2036,DOOMED!,Destroy 8+ Units with one Seal of Doom,med,mid,,1,,2036,6,,600,45,TRUE
HowOriginal2,TRUE,,,,20022,How Original,Play three of the same Unit or spell in one turn,easy,left,,1,,,6,,400,60,TRUE
Calamaritastrophe,TRUE,,,,4127,Calamari-tastrophe,Defeat the opponent using a Tentacle,med,mid,,1,,4127,6,,600,54,TRUE
BurnedOut,TRUE,,,,1007,Burned Out,Win a game while you have no cards left in your deck,hard,right,,1,,,50,,800,62,TRUE
Surveillance,TRUE,,,,4095,Surveillance,Reveal 15 cards in enemy hands,med,mid,,15,,,300,,600,42,TRUE
BackforMore,TRUE,,,,3113,Back for More,Summon 50+ Units from your graveyard,easy,left,,50,Bouran,,6,,400,61,TRUE
Showoff,TRUE,,,,3029,Showoff,Win the game without attacking with your Hero even once,hard,right,,1,,,6,,800,62,TRUE
LightthePath,TRUE,,,,3133,Light the Path,Attach Shield to units using Dawndelver 30 times,easy,left,,1,,,6,,400,62,TRUE
BringhometheBacon,TRUE,,,,2107,Bring home the Bacon,"Defeat the enemy Hero by attacking them with Pokey, Mailpig",med,mid,,1,,2107,6,,600,79,TRUE
PhyrricVictory,TRUE,,,,3016,Phyrric Victory,Win a game with an empty deck and empty hand,hard,right,,1,,,7,,800,59,TRUE
BackfromtheBrink,TRUE,,,,3028,Back from the Brink,Fall below 10 health and then win the game while above 32 health,hard,right,,1,,,50,,800,83,TRUE
IllbeBack,TRUE,,,,3022,I'll be Back,Have a single Rags the Returned return from the grave twice in one turn,hard,right,,1,,3132,7,,800,83,TRUE
OTK,TRUE,,,,3025,OTK,Do 32+ damage to the enemy Hero in one turn,hard,right,,1,,,40,,800,46,TRUE
Enchantress,TRUE,,,,3024,Enchantress,Control three+ Units with at least three different enchants,med,mid,,1,,,40,,600,70,TRUE
